id,output,gt,kps
14100108804,0.0,null,"[293.06892846159735, 189.23108991612378, 275.0055306602075, 192.95372897934766, 280.7789236772457, 196.6868692700028, 255.5812401150074, 170.77455210045912, 267.08923560725236, 180.25336440104817, 249.0363114824861, 126.69037698219948, 316.36767650290517, 145.39277743498278, 195.58979782758593, 208.6081944566965, 202.97536464524995, 208.4962870418312, 141.37761215620148, 276.0287767769063, 415.03210809695923, 252.00893181100534, 441.70183112347064, 18.10569302173495, 441.75158797598124, 28.385284866042966, 518.1898925450793, 141.92223675616563, 422.3332907540031, 162.48649763304374, 587.7320011644815, 234.12859741152758, 427.6400923706685, 240.85743341331244]"
12100105012,0.0,null,"[201.12348453274154, 75.75376055322559, 199.41490917083786, 72.02099527956852, 197.73104415026415, 72.522902466434, 190.51869411886648, 74.15530101704442, 186.81725544808583, 74.90461876411084, 193.64574467273755, 91.95156083165583, 185.87396147435672, 93.82915032512494, 225.58245393979206, 98.36268652633201, 223.13744840716842, 98.83115747804257, 244.27500832414188, 88.16907702342303, 243.1375922411556, 87.69866761673828, 206.51882059814014, 143.065458804437, 193.44474077704638, 145.8154684269863, 221.9302015975257, 180.9960105560325, 185.27346956749474, 193.1399992577033, 227.937027877711, 215.7388223646749, 162.1519601874701, 226.02878051931444]"
15003500080,0.0,null,"[309.17023684128526, 79.6570832469045, 318.2482836074876, 63.18138367385248, 296.0662259767767, 63.72774932082732, 334.83987418182664, 57.62048908781709, 276.0441349300544, 60.83817879874758, 351.04380497242596, 115.0049419837534, 247.1661559623647, 114.87152255775545, 351.03885048264704, 215.34419405151576, 234.27033254575912, 218.30089249390736, 350.194303210858, 308.23247967775774, 227.67248237590726, 305.16311968098717, 301.8321687860067, 185.88199042200543, 253.48841642762991, 185.68588283359088, 282.646579399359, 247.75033451055498, 241.45069919806102, 315.2040694975235, 273.09912760324676, 266.2393868891393, 221.75657172851732, 279.6903437532452]"
14100100656,1.0,null,"[123.43059324001098, 297.48214227833495, 113.02099507061546, 290.10656622952143, 111.88477625647778, 291.16945632223207, 113.2072925787429, 263.0723252517184, 109.69427530447634, 266.139362056365, 147.77325249544074, 234.41087282722557, 170.58061438682122, 227.9674618113538, 218.4386674571457, 242.10271967969885, 240.37099331925185, 226.22158243336827, 195.90296979016514, 298.9199476917517, 207.9378432690614, 285.8579453921511, 298.1109787559276, 239.8938172702437, 304.39366840754377, 239.5969174702188, 408.222129001204, 272.9887603627624, 425.2544928167382, 265.79764409635425, 570.1815858270455, 273.02850908953917, 562.8582536896395, 271.574448746189]"
14100107564,1.0,null,"[122.80301222632495, 280.77596594798837, 113.15453712451273, 271.68604934072084, 110.27538345956197, 271.8583218124929, 111.45604459469934, 246.36488674506128, 108.92560829626076, 244.56035212136896, 144.52184294790106, 222.7950658393903, 163.43714480249741, 208.1951216214337, 211.11891673827245, 240.51575082771834, 248.4719606717427, 218.8138108963864, 196.4563799749165, 297.3993009015265, 213.1057208597375, 285.270003250923, 309.1158932588372, 222.23658806426806, 316.13628837546906, 218.37334597436043, 446.77560748347383, 261.21538217463706, 444.22892184860933, 250.1385050340127, 580.7204970024312, 266.64235938729814, 579.8432438099455, 259.5352248399637]"
15003500195,0.0,null,"[310.5515549944843, 94.78864674465167, 322.2658200287192, 79.77545465342584, 297.8352155467, 79.51486539648427, 337.1898659511135, 71.36148161372554, 277.30844168167675, 70.64520448407147, 352.8106091332185, 118.96713717267903, 243.17786486231904, 116.31644010036715, 349.5224348984227, 213.0341357711269, 234.76725605395495, 210.5107678046713, 355.1943247537599, 307.46986065989057, 225.07136970597628, 310.18962370315614, 307.57769548447885, 173.84941664135684, 255.54901096378714, 167.63140362274618, 288.9408063290257, 237.71446143761997, 234.06966788886444, 228.81092290490815, 274.23302010622376, 267.4809425879229, 224.95933131516793, 306.87490025940247]"
18100203531,0.0,null,"[233.70254653204702, 105.36776571909098, 238.99689534285332, 99.38029790636222, 228.61579588904942, 98.82782737063383, 248.07654025584395, 97.21046994545398, 223.86797123761312, 95.7371455385656, 261.160807799405, 125.1914962483327, 214.19459376045887, 121.40468278927575, 257.5800951592582, 169.87626819920436, 207.4639595027641, 165.95664204772314, 252.67955281512602, 134.47810977800856, 216.69651185922896, 132.5942548801289, 247.25167853607752, 195.43300627475568, 218.37212640963403, 194.1532633761322, 261.5935396190788, 251.7659727522081, 192.2236955318792, 244.6504231287532, 269.43698394259275, 292.2225374079566, 172.1141195956219, 289.09950131087425]"
14100107846,0.0,null,"[191.54222061235018, 80.12227789534873, 193.2259491135868, 66.46769229764949, 178.7509785170091, 76.11757277720982, 206.72411505294855, 66.53847368186105, 173.80680431807843, 84.90892243427558, 252.34349307277668, 76.94624765379244, 197.29902725322341, 143.0890831364477, 314.69649241729627, 76.53298946026646, 211.77994681829526, 216.2222301224799, 303.234213692834, 101.71828930554884, 203.0455859381263, 288.4309203143914, 348.7324740865935, 158.3274340160242, 321.39597003132377, 190.2142780012354, 423.5562591455505, 214.97666306073265, 407.8501191124398, 231.27188315480097, 548.6257091514809, 271.95956329984995, 532.5233872800966, 268.0643421351952]"
12100105122,0.0,null,"[206.85206128108297, 74.11242846913333, 204.99400205713317, 71.59832975398541, 205.2417819438193, 71.38980951875901, 194.56686746317527, 74.83070675078554, 194.90496911880177, 74.79152731944903, 198.41972330600805, 91.88924517151028, 193.91330705572335, 92.53710833262859, 230.5735520944239, 91.38890864142385, 226.61880338038847, 92.2196003937131, 252.15958420536316, 83.60723514617172, 253.30818751405346, 84.42350181471213, 209.98923925087672, 144.21484023924017, 198.93003134158087, 146.13998470611116, 223.18644169353536, 179.12227395745865, 193.08213210292044, 188.29105474214194, 226.27236952914626, 215.04830466140794, 169.5536975327518, 222.9333426571892]"
15003500097,0.0,null,"[301.3731907707712, 108.70841898474977, 313.55975350888605, 96.55437670148793, 289.94610014004894, 97.30582068424096, 330.7971836884478, 85.06958094947711, 272.24847161943546, 78.76058545948722, 354.19637693589306, 117.44985172414167, 245.49137331760662, 117.52907683147527, 352.15917538619675, 217.76487386458538, 233.6452242467658, 221.3683814527122, 351.2861656897956, 310.3901594992051, 227.31871936350444, 309.7369127510134, 313.26993654938724, 170.83631533743562, 259.47615375268947, 171.19360252232548, 292.97295331782254, 232.72804193550155, 248.57182599250683, 283.00549719728, 274.56838232312936, 273.95841755993644, 221.93230717445522, 256.2608125981186]"
12100103518,0.0,null,"[255.33198095760355, 147.00796196942306, 261.41827070207665, 141.82636274544492, 250.4224772251914, 143.02203869577033, 269.0526989042463, 138.29369287249725, 245.97081332492476, 137.2582302429988, 280.93008746843117, 158.12604961963143, 240.11276037120348, 142.95804477019723, 276.71138148295944, 204.61249604565518, 234.33178712895045, 143.8232523905549, 265.1157322695919, 234.69973914755957, 240.1130875820462, 150.4742452528386, 278.54900268471755, 170.89456912380265, 252.3352628853551, 169.5902064308962, 272.7969662887244, 207.6666181371798, 247.92906823805137, 210.69861721270172, 263.49987876431805, 236.6710137914044, 246.29002220439293, 248.7298829065318]"
14100100920,0.0,null,"[198.27248479132356, 63.62454287018365, 189.910656560594, 60.200230008327175, 199.20332358906427, 54.85792871893184, 180.48892719631056, 67.88620938819675, 204.6418210996537, 58.661047842829646, 187.18522822191164, 120.83856243014694, 246.03545518294402, 70.0605200546038, 196.431046505992, 212.73027761075272, 318.1866458608032, 54.98064828474511, 189.16525211675372, 291.63574079739334, 337.7074689673617, 115.59662614443566, 313.6175835227803, 202.41983712236328, 340.05117465492174, 169.5035102585172, 445.360575910184, 259.6026914803001, 456.939315591748, 231.01193023814227, 548.3726651138459, 281.3269685373702, 532.0885126102579, 264.97752532678993]"
14100100987,0.0,null,"[205.50198534220976, 76.53160328563175, 210.1938446299991, 62.124439544511276, 195.04473972392267, 69.40902218638773, 218.1855931059445, 63.989263716805716, 184.8702329965893, 80.08672430897266, 254.35462364259382, 76.84301200493452, 202.42572800960582, 143.28513445878855, 308.94526422342324, 62.62655280069856, 213.38617742365392, 216.88248282456777, 319.2127112263788, 72.02969207633927, 203.98376411265053, 282.0347593750799, 351.3939742030735, 165.7708543984981, 330.5351054261434, 188.58167224142298, 431.97109803715944, 224.19758586732965, 417.1995239682238, 225.9728157538309, 531.3328591396353, 274.38332243681504, 509.58177963936026, 252.85038979461174]"
14100108958,1.0,null,"[115.47255958122632, 305.75471054698414, 106.28906237453533, 298.92385656356316, 106.62741580556585, 301.50596160555017, 111.40720970013727, 279.0689823570964, 110.10848889906124, 284.3631103255893, 146.39488894392892, 245.2517543886058, 166.36169824147535, 245.16567191601317, 200.14013903678682, 223.87308867096513, 208.56842065820766, 219.2281201535335, 194.91306524519007, 299.8395263008133, 199.71232481898542, 294.0393048728177, 296.9447579112277, 268.8298661519905, 300.52740829214997, 270.6522913539635, 416.7463946970197, 284.3482054564494, 403.5380920393053, 287.14125369545127, 529.2705236811313, 305.7055328164369, 548.6687986306614, 281.8857585924929]"
14100109023,1.0,null,"[120.57673991829395, 299.57653906687244, 115.45425325157515, 295.8234523542318, 115.74379026230554, 298.4767606162976, 120.65637724669615, 274.1303640446014, 118.69147352465708, 279.21355355896446, 167.82987620892172, 238.72887192482162, 178.21127782755596, 243.60494250839344, 203.39299068349422, 226.778452016069, 219.85594043604127, 246.4264919955408, 206.19153549509946, 250.92925646332404, 204.02797686369, 251.67295550158832, 326.9578579894723, 266.31895042238637, 331.2854632160035, 273.6170361765959, 439.8058525276934, 281.0145977645754, 432.38219775572907, 283.4395222587767, 390.0357855827776, 286.28697458626914, 557.6962769037156, 277.82889496051496]"
14100101081,0.0,null,"[211.7825443455505, 68.17755683211932, 204.32850927275197, 59.57295151462912, 203.5838168646936, 59.02588737005599, 200.3527729068335, 66.41540574440108, 203.0663451118404, 63.01514998957062, 205.70427120027858, 127.16759244872328, 262.49676877594663, 66.19366642437046, 200.5236127173788, 213.20589672156436, 336.75666717060227, 53.25399290239325, 191.88849091716818, 298.04675694282, 325.1649844200338, 62.50038413773649, 330.72217396848544, 185.90813194886104, 362.07486679999323, 164.4115914370243, 460.89795906121765, 244.50379524439748, 483.0780462185055, 223.80499201851566, 560.3315911912885, 281.117315873247, 577.9938439938647, 261.4965876493562]"
14100108975,1.0,null,"[127.15013509825668, 289.32964787485736, 116.67519193243734, 284.3662377622722, 116.6060518687035, 283.3029572807283, 114.66117789030797, 259.25014073859285, 112.95390935495656, 261.4315406677134, 141.86429553155622, 235.43503988157846, 165.11452815297605, 227.5222615513969, 197.86997471828752, 242.43765132021562, 218.41831431624433, 227.76269631520873, 187.72564126222508, 304.35089379010356, 204.56697768932779, 289.5352667795721, 300.62812887801755, 253.3258263884803, 306.35640716424956, 253.49857174082518, 399.78250509488447, 287.39381190999705, 413.04250884183034, 280.0992461419867, 565.4145038010181, 280.021611286405, 564.3611519701201, 275.1464731223576]"
12100104714,0.0,null,"[214.80206036318538, 172.20695902843883, 217.39420084026483, 166.65629095852358, 217.9500671262075, 167.08208338749742, 233.0227802803131, 167.49499302419014, 230.87256206738232, 166.58033416002965, 251.70518764293828, 192.355177385938, 226.24971383535734, 188.34772032627137, 241.3532855031734, 242.26485842085455, 218.40184268182523, 226.4807148962578, 221.39293022683628, 273.64180367211884, 208.72709380753776, 260.2938625727543, 285.2955419360039, 242.54577988070875, 262.69617837082444, 239.8377482802218, 272.1634854650549, 308.55514597949934, 220.78228800770736, 265.0084759404945, 324.8459374995867, 290.8992431666332, 221.7745605197512, 297.98237515200185]"
14100108957,1.0,null,"[113.44306302293984, 302.0355619834208, 105.5447543066877, 299.72785360267665, 106.85820143688258, 303.0240902848928, 109.56852639036153, 281.060219510423, 109.25600781160546, 288.6827259318457, 140.23239187826888, 250.3604051006698, 172.11945848159232, 243.74737993931498, 199.1647803117244, 224.19970745821666, 207.64995565903135, 219.93628396880672, 192.72892049725857, 303.61593709127925, 198.72063338124326, 292.8286103361443, 292.8347432732088, 263.6264031903736, 297.46897423353414, 266.85958093183115, 405.5339649276684, 287.12267178244383, 399.8543012842375, 287.07398530553655, 529.2098871878167, 304.2051135173306, 548.9663371735936, 280.71923618135463]"
12100701136,1.0,null,"[305.9865680167422, 205.63766575448025, 315.89705583145354, 208.02007877531457, 303.0985214402836, 201.27795011277794, 324.64093481598115, 228.27766175497752, 295.23812296917083, 214.43680305657824, 327.99200240503177, 258.36893342783833, 269.48390195910093, 236.1460237624407, 348.1383961137371, 300.55033133975286, 216.16184300843054, 239.34286713197625, 385.85222925174156, 254.0664569905499, 173.4305159751761, 255.39149585227887, 243.003800072246, 302.3835531323245, 202.8099357564049, 290.8307565565621, 210.8615614859605, 227.18520297205248, 126.6815311994854, 195.64951071320243, 153.27402346896548, 299.2738189699163, 66.68675419453756, 298.0144936831197]"
14100104332,1.0,null,"[121.85926854675597, 302.5392414949989, 112.20841419962657, 294.9774241697081, 111.04567720326789, 295.64711099200053, 111.77415363388478, 270.97410182550163, 108.74592003348826, 272.94815912151523, 147.33233826873268, 244.43460963356503, 166.9408776158451, 236.53208905294014, 218.80767311985363, 239.86024362817267, 240.72429893020194, 235.39874307207683, 197.40878384757252, 296.967196049839, 202.86083491149589, 284.983027760047, 292.5373585425587, 253.6016472418162, 296.28046809803993, 254.60094961036862, 398.895072941743, 282.4675760579837, 400.9554484676136, 281.25532295693085, 529.715530934254, 285.19442149313994, 529.114050768914, 272.249983004275]"
14100103389,1.0,null,"[84.89394795841775, 272.5277956771796, 74.51492178092872, 266.4289469585838, 73.41150697081063, 268.1103618390148, 79.31203454836415, 238.75898343518378, 77.09823862423816, 239.34163464744847, 119.28716855518219, 218.22741900648367, 144.24725966086731, 175.95060294671816, 199.03055262769897, 199.58378722067508, 217.32720980788685, 142.69792370727706, 186.24203658190578, 258.08896020748455, 201.6334530729973, 203.87525609456773, 292.4995685630278, 200.69499811453488, 296.59232150879217, 187.38801523674618, 414.89619703997073, 230.8736898161927, 413.64337042166824, 211.11136742120368, 556.1238872458622, 237.3272309510668, 508.58519314859154, 203.0195382423015]"
17100403348,1.0,null,"[254.6260710474358, 284.2851355512907, 254.88104637258348, 281.92420479644073, 251.79155764076518, 281.00917237382197, 264.2286528106472, 268.8483437650268, 255.71772679591732, 269.76116911921366, 296.1992374972503, 272.97783237115226, 261.4758067795722, 258.4390232773755, 306.1298274529436, 319.11312176108555, 266.60181306779435, 300.5571106622276, 307.3147846103649, 355.93468619114407, 266.76427958437455, 335.5139523498432, 341.32834229513986, 275.82079136102953, 325.4547442503918, 269.0842294051553, 385.8736230901064, 296.4396424749772, 302.99962770257054, 287.4576115091747, 431.4709580615025, 296.5856732685845, 329.4499737344084, 276.3030458004712]"
14100103377,0.0,null,"[133.79561052996817, 113.52902659734288, 121.60316373614899, 104.23927781375664, 122.01138850999456, 102.77515293422773, 125.33703782882458, 73.07814857449226, 125.37181286035062, 71.12085150975797, 168.94451327841332, 77.66201210267494, 189.13939876073385, 49.42078334500618, 184.60863261041274, 177.05374515820859, 215.12996201291185, 124.29421922219677, 171.95085450628926, 258.89475120751615, 206.49459653262758, 201.8712100874957, 337.27654346379063, 114.92925865123982, 344.3747691526143, 97.68531732936772, 455.9045907882222, 182.80880741385295, 461.27039394585387, 159.97715018151962, 592.8898205204434, 233.29104036668747, 560.6815790827562, 192.72510136491294]"
12100104908,0.0,null,"[217.15116549333644, 202.73953003095684, 219.3826470014404, 199.45124709013209, 217.640654599668, 199.16006645235217, 235.61606865210607, 201.59698835924576, 228.1074419727147, 200.879460462163, 251.07362652221275, 219.11601581025926, 233.1959384624304, 217.4123845358242, 262.687274830772, 267.284267061755, 233.66427510116958, 252.78640686840978, 255.33966176894046, 304.24153018415717, 225.96888370534856, 287.5943932768418, 284.3771379307198, 271.5919450068678, 268.69293617690005, 269.06142670268855, 269.80760735066184, 334.1818261072235, 231.48095659449285, 305.16850599854854, 319.34823382227415, 311.9835284588411, 232.1485346088049, 308.2496211181015]"
15003500100,0.0,null,"[299.19779771128435, 112.88470570033346, 311.2246523984421, 100.48376410019317, 290.4861831744879, 100.53005985182604, 329.2500707200197, 88.69976105336849, 272.98383745556157, 83.08864399676777, 355.09695123098, 121.5415033494303, 242.94954429031725, 121.18661613761925, 352.41570364887025, 218.35582435039578, 231.45819198807322, 224.97898429732717, 352.5936430050335, 310.4944773559655, 225.93461275734674, 312.62203468787305, 311.3817886922961, 171.89436209395822, 257.88994231188144, 168.9301444004319, 290.7989691594819, 232.9970998606195, 245.8977018457008, 259.47967399349824, 272.7644364341329, 271.3276129741036, 228.17773155621845, 312.75634114263534]"
14100103461,0.0,null,"[120.47532476613932, 123.6446012458991, 111.02482450723237, 115.12656568751333, 110.98877517191615, 114.56860975578553, 117.92959162985997, 89.7849777768486, 115.6376824820486, 89.39149221187354, 161.3061499506554, 99.32943580917622, 178.63693690630595, 56.701691104700814, 190.8926402681317, 192.8706670903397, 212.55939520886318, 138.89757333031747, 172.66131126323555, 266.20455692803455, 199.42253528047195, 211.26283572924285, 332.7450542947356, 112.33628735412579, 338.1536411245963, 93.72956763205568, 448.56245122222316, 185.62019338961812, 448.9828966108407, 163.85522785862204, 578.4393290672587, 233.00182438760925, 551.4271181886876, 195.85650275145971]"
14100104520,1.0,null,"[123.2469900438533, 300.8521856450402, 113.33204880673922, 294.5027916376814, 113.05303593509686, 295.8877100544968, 115.42920127036784, 269.503947866559, 113.72660349392307, 273.6277718019138, 151.5416206006577, 240.85542597635035, 166.27504570896386, 238.42640762741965, 222.01385890130288, 248.6472968519853, 232.88719207124063, 231.79921254589092, 196.48324461118634, 295.36377852174417, 202.50293812254748, 288.8615558820755, 299.5753335590432, 250.63770499279195, 302.99148305319227, 252.65786261141858, 405.27091853549814, 280.29061911268326, 408.9090438629598, 276.5177573359648, 554.8411891642471, 278.26207408011305, 552.8850910474785, 275.6338345768227]"
14100108826,1.0,null,"[78.56357909354165, 220.17936957834348, 67.09615263812965, 211.3450948304063, 63.15866156663127, 214.50819679200728, 69.3346529959569, 188.95110366151678, 65.5838905414723, 188.70893647060473, 107.48542324353362, 175.47818165220318, 125.81780064509898, 134.0352089875905, 162.95019973701346, 210.7312751083242, 187.53484444322882, 147.37450830864364, 144.77740416581062, 274.7540321586619, 187.03649435760917, 206.07477091040414, 284.3723767199146, 189.281298675308, 287.99898417775, 165.49276291884183, 400.19909402649097, 241.517458007558, 403.25691923822916, 198.96206466081347, 544.106558568084, 251.0324093123577, 529.7891009537417, 195.27453413697253]"
15003500108,0.0,null,"[303.4452162767876, 116.00066102207794, 314.691006041531, 101.99503955104821, 291.76164168635813, 102.05321273904792, 331.84920116074517, 93.40463729114872, 274.4498939737504, 83.99011815012678, 352.68350819893016, 125.18531642330251, 242.35496937297333, 119.05502998552014, 349.7374485672493, 216.9251433519314, 233.90046219988085, 220.2528553921815, 352.41960425532494, 310.32972747341597, 225.62997083032775, 316.02819200176185, 303.3164389709116, 162.81702878790296, 254.64729614492302, 156.22531733618834, 285.8194866561556, 226.5577374993032, 233.6493545341387, 225.65013323688902, 274.14438168069245, 272.4051292917049, 225.34373888498095, 312.7870051344853]"
14100111211,1.0,null,"[121.08743141515589, 300.90250723286664, 113.48405342933776, 292.4852594099778, 114.04981093088534, 294.07299375665934, 117.6115399108604, 268.4391164084542, 114.18445679501001, 271.4786109365906, 152.68411917520248, 241.57755644100692, 166.2049324719773, 239.9682012842088, 223.0076913778244, 249.78446865496232, 232.0562215250359, 237.64773923861418, 195.42788218291588, 294.5679949036772, 202.13148480084266, 280.8235414496083, 303.02259766653543, 251.2606765529951, 304.24728883645935, 255.62566847720947, 405.6610894009325, 281.04452463124176, 408.8049760341309, 278.92531544807144, 556.2968770172633, 277.2910606984103, 553.7166006589893, 276.914477374811]"
14100110103,1.0,null,"[79.75789427485982, 272.27140865447655, 69.90670563557265, 264.58202447401885, 67.9847870742133, 268.0567117405785, 78.06112976905234, 236.4442108131338, 74.52026853207832, 240.96617060534385, 119.72232986336087, 219.1753134652281, 146.44867784154857, 184.1352042790202, 201.54044113353717, 192.20473138128432, 217.49682847918353, 145.75990878251966, 184.13290633778962, 260.8695308368379, 201.44836793130713, 212.38543571123608, 289.0488822529896, 207.18038204265238, 293.68102783397654, 196.02949599463048, 415.4698471793353, 236.9996995380559, 414.6146689926754, 222.65085872151315, 551.9909795574355, 226.09697961012787, 527.4866599513624, 206.9296282802069]"
14100110074,0.0,null,"[112.08369086301418, 164.58822406950588, 101.17491278354824, 155.42934840394472, 102.62076282217797, 155.44552307854002, 101.35766481829084, 126.01658214559566, 100.19489591053676, 126.07887892824645, 140.1344708612337, 116.11430330013482, 154.19967195263897, 93.05034811638622, 197.95788573640135, 190.77211687955716, 217.13363904700648, 148.0637432556959, 178.56901140740064, 256.85471819488544, 198.6563881508365, 217.28792027647083, 315.18717253894187, 140.35680255484584, 320.96753403136586, 125.65237140007578, 436.4960200901534, 194.1494729989474, 437.5087238061139, 169.39697252297177, 578.4849924163527, 232.31821991384473, 531.848872173976, 189.8807172589278]"
14100102075,1.0,null,"[66.79426494293031, 273.8594213681875, 58.22584905124053, 261.4101725518745, 56.27573551807953, 264.88419857968455, 67.46047816530528, 233.95435074301952, 62.30222190831732, 238.34885771150041, 104.75288655210088, 234.7131549642769, 132.3719232578701, 180.64157387175155, 165.25131499681956, 224.1802262358696, 183.979753916476, 137.05076214743085, 139.99271735339013, 274.1839356558352, 166.60033275450814, 205.15968609445494, 277.418272453947, 234.09478784330128, 276.31100812532736, 212.20484362551832, 399.34940322814384, 270.89183800390595, 391.8602885758455, 235.5757369708404, 541.7759825284104, 248.50979362381554, 477.58107785758835, 199.56898176964413]"
15003500179,0.0,null,"[313.1545360458712, 89.38671810161271, 325.0477292546125, 77.60787578968498, 301.8437201899, 78.10516939299619, 340.15607018959207, 71.90412063080893, 281.13748430362074, 71.76926891746227, 357.96580424833337, 119.43180027300865, 251.8136540718812, 116.641825737478, 355.2049152168481, 216.52553125725527, 237.38712323251715, 222.10624995622405, 357.69227736703976, 307.7428763174874, 225.57522068975135, 313.8130376714661, 310.2640632413991, 172.30560686810543, 260.62378185232717, 165.96467961545238, 293.00964842675194, 236.752576465189, 237.28971993763602, 228.55933208037297, 278.5432658610272, 272.78719611458484, 224.97976731033253, 313.6629357542719]"
14100108870,1.0,null,"[285.971976956262, 185.2402893943347, 280.79802161121245, 184.5537926866046, 279.04986816778546, 189.20715466928843, 261.3087688728426, 169.6708352243022, 260.86705044883695, 178.1654973218355, 283.9452470113855, 136.19853082682653, 242.8447945471277, 149.99082409644618, 342.6010644920766, 175.7240981443048, 204.13151086246322, 181.20327924678335, 169.98044884521553, 223.87664972834148, 170.27371501632086, 225.21660289564178, 421.5273028860794, 29.482648524107116, 403.7181917709414, 52.35587678505492, 498.9520261010694, 135.70812269265787, 401.51219644781594, 189.6437200442801, 577.8357678417182, 223.14058538779267, 473.93838317962343, 209.1255512310398]"
12100104926,0.0,null,"[222.32099684061677, 172.86596553828662, 226.65850832855674, 167.24517340494515, 224.31815998561348, 167.42749732803378, 241.76617198711793, 169.1642393102462, 235.1430750506236, 168.42105532040918, 249.46824275030312, 193.76670167480953, 234.18825836605706, 192.04911156962177, 242.10194841881267, 241.41816137470596, 230.75971020733664, 228.48386146677774, 208.45809351542152, 253.22773777746852, 207.80861913426673, 246.19841974515137, 284.015169544596, 254.26533034223, 264.4433188826952, 250.27709164680365, 271.726017930147, 320.2684566950548, 216.81563047287665, 255.36851410314665, 323.04839204661835, 313.4210256091472, 230.53870020471996, 308.86130505794705]"
14100102066,0.0,null,"[114.49211992224423, 143.78745277018896, 103.44699686591542, 135.53880808230232, 105.22629214033763, 133.53595655708085, 109.08395707676844, 108.24123422422092, 110.08328466400913, 106.51924849612328, 151.21165090068968, 107.65860893284801, 169.41834466152278, 81.2094298318685, 161.91095009625678, 200.77574347686067, 193.4176878193904, 159.5800233491503, 141.49989300118875, 273.4208384038057, 189.60803514734215, 210.24486694698436, 314.9569773403639, 103.00884871107296, 324.10178328890663, 93.08429065400648, 423.89426202416485, 189.07012686038905, 433.6038315226358, 159.01436609743334, 527.7284577049646, 233.19114280207307, 526.3180738612851, 195.10501561695406]"
17100403220,1.0,null,"[255.02204628767976, 285.2628414738633, 254.69968457705352, 282.1997639135234, 251.12898695270604, 281.4038872295498, 266.13366753832014, 269.5852966392252, 256.85554357400287, 269.7190884954654, 296.03059780291136, 276.0924294066532, 262.73087206354126, 262.26859885902746, 306.81078858071453, 318.7427597413026, 265.62051470541064, 300.2374909371667, 306.10431331548864, 355.2011370269704, 266.6046712932039, 335.8203405801554, 342.5013688892664, 275.9354792571933, 326.45771766021977, 268.16216723228536, 388.0346222371225, 299.55824396116304, 297.3940233144043, 287.6873790172898, 432.080859328936, 298.88641894497, 322.61093803403014, 306.08800312098526]"
12100701121,1.0,null,"[308.90159860676033, 209.8601229221574, 317.9456077886106, 208.8323637091101, 303.910748032282, 202.21361388840833, 322.9518089480534, 223.81993035407893, 293.7502782328046, 211.19221549329242, 325.56394825406085, 252.8292586812458, 261.61572132898004, 237.8360683005082, 357.68751519762105, 297.108859907463, 213.0271154330313, 240.8001627114753, 391.7427253323829, 256.6968567256347, 168.80084583127896, 264.32337326997856, 238.4940040596409, 306.00770458382635, 203.52640890937266, 294.1423387682234, 205.46362075215598, 228.54050631123872, 128.60433541887267, 193.57162534902022, 150.6750340386792, 309.11558698318527, 65.0941072652469, 303.87471903615625]"
12002100212,1.0,null,"[75.28714338119832, 381.0224289794219, 3.866531014370019, 82.73232253995415, 24.395168215636556, 182.76909389636324, 65.13751831083752, 167.34905822120217, 32.435614407141934, 387.48110114217246, 23.30631798217279, 218.38083834046031, 14.110330836478738, 339.57572332131423, 142.38951551968103, 275.5681010161284, 45.17415184306647, 422.081700836355, 118.1156638766469, 293.4781924396402, 113.36245139240772, 132.44834694302466, 56.158756553390084, 413.3281846756192, -28.25956492765795, 190.1456622630116, 158.4049108412933, 146.07592866446538, 102.25020368892139, 302.0142909381495, 86.75597751750891, 88.37725002583379, 30.19715361592256, 133.63140792318404]"
12002200663,1.0,null,"[260.16126192753205, 178.73379638828857, 256.3301024638696, 180.97589760291706, 812.386160235587, 258.4117603918406, 438.85551100882583, 254.3124500540639, 243.10177185825702, 430.09483631507356, 441.1880235386609, 323.3176607616025, 686.488149683347, 92.71261765333455, 416.15815394438323, 413.36799344946985, 598.4087551261797, 442.38449579365846, -24.843823194433888, 396.7199474254382, 395.0983633996236, 514.5379813557392, 270.60042310801845, 512.3796355319763, 333.2687383950268, 429.0419919166307, 522.9449791252541, 208.59073071970693, 369.4058953792326, 202.06139397425008, 272.9698589675571, 145.86657919332586, 258.5233828399376, 80.54977062187707]"
14002100822,1.0,null,"[390.15607646251397, 330.4394832858173, 93.22550066032267, 192.78351357838005, 551.0736157145018, 161.00956036647074, 719.9924701343833, 155.51133972233458, 220.98351354809586, 161.50693476442584, 384.3315081262676, 302.5610090461703, 257.0070788225196, 238.88416312547656, 66.95033578652355, 304.8873303680506, 254.3460444558665, 199.31996003981777, 716.3509234474049, 340.4627619681325, 504.19011541193674, 416.6105159170211, 366.18384968961954, 245.48263282743008, 562.5704309571241, 190.73608500446656, 129.95439698494994, 130.1885895170695, 306.56919609810444, 217.21906950321747, 42.66652087129431, 310.0854159095263, 50.46446203095072, 129.21086903381936]"
